Tarih,Çalışma Grubu,İstasyon Adı,Model Ad,Talimat No,Renk,Beden,Sağlam(dz),Miktar (kg.)
 07.Feb.2023,GECE,A0004,KISAKONC,4684 - ZİTA-6A,GRİ,43-46,4.58,1.650
 07.Feb.2023,GECE,A0012,KISAKONC,4684 - ZİTA-6A,BEYAZ,43-46,15.50,5.310
 07.Feb.2023,GECE,A0022,2023-2,2023-2 - 2023-2,GR-2,35-38,12.25,2.690
 07.Feb.2023,GECE,A0030,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,39-42,16.17,4.410
 07.Feb.2023,GÜNDÜZ,A0030,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,39-42,13.58,3.680
 07.Feb.2023,GÜNDÜZ,A0021,KISAKONC SİM ÇEMBER,VTEC-P6 - VTEC-P6,SİYAH,36-41,9.92,3.020
 07.Feb.2023,GÜNDÜZ,A0029,PUNALI SOKET,23018 - 23018,GR-3,39-41,3.67,1.390
 07.Feb.2023,GECE,A0007,CEMBERLI BABET,UK-33132 - UK-33132,BEYAZ,ONE SİZE,14.08,2.380
 07.Feb.2023,GECE,A0019,BAYAN KONC SIMLI CEMBER,VTEC-P5 - VTEC-P5,EKRU-1,36-41,16.33,3.550
 07.Feb.2023,GÜNDÜZ,A0013,KISAKONC,4684 - ZİTA-7A,SİYAH,43-46,9.67,3.500
 07.Feb.2023,GÜNDÜZ,A0032,3P-TENİS HAVLU,4500 - ZİTA-6C,SİYAH,43-46,7.42,4.500
 07.Feb.2023,GECE,A0015,KISAKONC,4684 - ZİTA-7A,SİYAH,43-46,15.17,5.410
 07.Feb.2023,GÜNDÜZ,A0018,KARE SIMLI PATİK,VTEC-P8 - VTEC-P8,223 BEJ,36-41,14.00,0.000
 07.Feb.2023,GECE,A0018,KARE SIMLI PATİK,VTEC-P8 - VTEC-P8,223 BEJ,36-41,18.00,0.000
 07.Feb.2023,GECE,A0009,D,VTEC-P7 - VTEC-P7,SİYAH,36-41,16.58,3.590
 07.Feb.2023,GECE,A0014,KISAKONC,4684 - ZİTA-7A,SİYAH,43-46,14.83,5.210
 07.Feb.2023,GECE,A0028,PUNALI SOKET,23018 - 23018,PEMBE 1405,39-41,10.75,3.730
 07.Feb.2023,GECE,A0004,KISAKONC,4684 - ZİTA-6A,SİYAH,47-50,8.42,3.240
 07.Feb.2023,GÜNDÜZ,A0016,KISAKONC,4684 - ZİTA-7A,SİYAH,43-46,10.25,3.640
 07.Feb.2023,GÜNDÜZ,A0028,PUNALI SOKET,23018 - 23018,PEMBE 1405,39-41,3.83,1.320
 07.Feb.2023,GÜNDÜZ,A0015,KISAKONC,4684 - ZİTA-7A,SİYAH,43-46,10.42,3.690
 07.Feb.2023,GÜNDÜZ,A0012,KISAKONC,4684 - ZİTA-6A,BEYAZ,43-46,10.08,3.450
 07.Feb.2023,GÜNDÜZ,A0004,KISAKONC,4684 - ZİTA-6A,GRİ,43-46,10.33,3.700
 07.Feb.2023,GECE,A0017,DERBILI CEMBERLİ,VTEC-P9 - VTEC-P9,GR-2,36-41,15.00,0.000
 07.Feb.2023,GÜNDÜZ,A0001,KISAKONC,4684 - ZİTA-6A,GRİ,39-42,10.17,3.020
 07.Feb.2023,GÜNDÜZ,A0005,3P-TENİS HAVLU,4500 - ZİTA-6C,SİYAH,43-46,7.58,4.450
 08.Feb.2023,GECE,A0023,2023-2,2023-2 - 2023-2,GR-2,35-38,14.50,3.120
 08.Feb.2023,GECE,A0008,KAMUFLAJ  BABET,UK-33132 - UK-33132,BEYAZ-TURKUAZ,ONE SİZE,13.75,2.430
 08.Feb.2023,GÜNDÜZ,A0033,KÜÇÜK YILDIZ BABET,UK-33128 - UK-33128,BEYAZ,ONE SİZE,9.25,1.600
 08.Feb.2023,GECE,A0026,KARE SIMLI PATİK,VTEC-P8 - VTEC-P8,G.KURUSU,36-41,17.00,0.000
 08.Feb.2023,GÜNDÜZ,A0028,PUNALI SOKET,23018 - 23018,PEMBE 1405,39-41,7.75,2.680
 08.Feb.2023,GECE,A0002,KALPLI SOKET,23018 - 23018,KIRMIZI,39-41,17.83,6.100
 08.Feb.2023,GECE,A0031,BUYUK  YILDIZ BABET,UK-33128 - UK-33128,BEYAZ,ONE SİZE,13.92,2.360
 08.Feb.2023,GÜNDÜZ,A0030,KALPLI SOKET,23018 - 23018,SİYAH,39-41,4.25,1.600
 08.Feb.2023,GÜNDÜZ,A0017,DERBILI CEMBERLİ,VTEC-P9 - VTEC-P9,GR-2,36-41,11.00,0.000
 08.Feb.2023,GÜNDÜZ,A0010,CODE 3P.XX SHORT,4584 - ZİTA-7,BEYAZ,39-42,15.50,4.090
 08.Feb.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,9.08,2.840
 08.Feb.2023,GÜNDÜZ,A0018,DERBILI NOKTALI,VTEC-P10 - VTEC-P10,EKRU-2,36-41,8.00,0.000
 08.Feb.2023,GECE,A0003,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,39-42,15.67,4.390
 08.Feb.2023,GÜNDÜZ,A0015,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,9.67,2.940
 08.Feb.2023,GECE,A0014,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,15.25,4.660
 08.Feb.2023,GÜNDÜZ,A0029,PUNALI SOKET,23018 - 23018,GR-3,39-41,7.75,2.850
 08.Feb.2023,GECE,A0015,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,15.00,4.780
 08.Feb.2023,GÜNDÜZ,A0024,DALMACYA  BABET,UK-33132 - UK-33132,PEMBE,ONE SİZE,9.33,1.630
 08.Feb.2023,GÜNDÜZ,A0025,KISAKONC,4684 - ZİTA-7A,SİYAH,43-46,14.50,5.160
 08.Feb.2023,GÜNDÜZ,A0001,KALPLI SOKET,23018 - 23018,BEYAZ,39-41,5.33,1.890
 08.Feb.2023,GECE,A0005,3P-TENİS HAVLU,4500 - ZİTA-6C,SİYAH,43-46,11.33,6.640
 08.Feb.2023,GÜNDÜZ,A0022,2023-2,2023-2 - 2023-2,GR-2,35-38,10.25,2.200
 08.Feb.2023,GÜNDÜZ,A0011,CEMBERLI BABET,UK-33128 - UK-33128,BEYAZ,ONE SİZE,8.75,1.570
 08.Feb.2023,GÜNDÜZ,A0014,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,9.17,2.770
 08.Feb.2023,GECE,A0022,2023-2,2023-2 - 2023-2,GR-2,35-38,14.83,3.180
 08.Feb.2023,GÜNDÜZ,A0020,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,39-42,9.00,2.450
 08.Feb.2023,GÜNDÜZ,A0026,KARE SIMLI PATİK,VTEC-P8 - VTEC-P8,G.KURUSU,36-41,12.00,0.000
 08.Feb.2023,GECE,A0034,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,43-46,13.00,0.000
 08.Feb.2023,GÜNDÜZ,A0012,KISAKONC,4684 - ZİTA-6A,BEYAZ,43-46,10.58,3.650
 08.Feb.2023,GECE,A0027,PUNALI SOKET,23018 - 23018,BEYAZ,39-41,11.83,4.320
 08.Feb.2023,GÜNDÜZ,A0031,BUYUK  YILDIZ BABET,UK-33128 - UK-33128,BEYAZ,ONE SİZE,9.50,1.630
 08.Feb.2023,GÜNDÜZ,A0018,KARE SIMLI PATİK,VTEC-P8 - VTEC-P8,223 BEJ,36-41,4.00,0.000
 08.Feb.2023,GECE,A0025,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,2.50,0.770
 08.Feb.2023,GECE,A0013,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,15.58,4.810
 08.Feb.2023,GECE,A0001,KALPLI SOKET,23018 - 23018,BEYAZ,39-41,11.42,4.040
 08.Feb.2023,GÜNDÜZ,A0035,KISAKONC,4684 - ZİTA-6A,BEYAZ,43-46,4.17,1.470
 08.Feb.2023,GÜNDÜZ,A0003,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,39-42,13.42,3.680
 08.Feb.2023,GECE,A0007,CEMBERLI BABET,UK-33132 - UK-33132,BEYAZ,ONE SİZE,14.00,2.370
 08.Feb.2023,GECE,A0004,KISAKONC,4684 - ZİTA-6A,SİYAH,47-50,13.33,5.100
 08.Feb.2023,GÜNDÜZ,A0007,CEMBERLI BABET,UK-33132 - UK-33132,BEYAZ,ONE SİZE,9.75,1.640
 08.Feb.2023,GECE,A0032,3P-TENİS HAVLU,4500 - ZİTA-6C,SİYAH,43-46,11.92,7.120
 08.Feb.2023,GECE,A0025,KISAKONC,4684 - ZİTA-7A,SİYAH,43-46,12.25,4.340
 08.Feb.2023,GECE,A0033,KÜÇÜK YILDIZ BABET,UK-33128 - UK-33128,BEYAZ,ONE SİZE,14.17,2.500
 08.Feb.2023,GECE,A0011,CEMBERLI BABET,UK-33128 - UK-33128,BEYAZ,ONE SİZE,13.42,2.400
 08.Feb.2023,GECE,A0029,PUNALI SOKET,23018 - 23018,GR-3,39-41,11.17,4.250
 08.Feb.2023,GECE,A0017,DERBILI CEMBERLİ,VTEC-P9 - VTEC-P9,G.KURUSU,36-41,15.00,0.000
 08.Feb.2023,GECE,A0035,KISAKONC,4684 - ZİTA-6A,BEYAZ,43-46,13.92,4.930
 08.Feb.2023,GECE,A0010,CODE 3P.XX SHORT,4584 - ZİTA-7,BEYAZ,39-42,16.50,4.310
 08.Feb.2023,GÜNDÜZ,A0008,KAMUFLAJ  BABET,UK-33132 - UK-33132,BEYAZ-TURKUAZ,ONE SİZE,8.75,1.560
 08.Feb.2023,GECE,A0009,D,VTEC-P7 - VTEC-P7,LACİVERT,36-41,17.00,3.590
 08.Feb.2023,GECE,A0024,DALMACYA  BABET,UK-33132 - UK-33132,PEMBE,ONE SİZE,14.00,2.460
 08.Feb.2023,GÜNDÜZ,A0016,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,9.17,2.820
 08.Feb.2023,GECE,A0021,KISAKONC SİM ÇEMBER,VTEC-P6 - VTEC-P6,SİYAH,36-41,0.17,4.370
 08.Feb.2023,GÜNDÜZ,A0006,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,43-46,9.00,0.000
 08.Feb.2023,GECE,A0012,KISAKONC,4684 - ZİTA-6A,BEYAZ,43-46,15.08,5.200
 08.Feb.2023,GÜNDÜZ,A0032,3P-TENİS HAVLU,4500 - ZİTA-6C,SİYAH,43-46,8.08,4.800
 08.Feb.2023,GECE,A0019,BAYAN KONC SIMLI CEMBER,VTEC-P5 - VTEC-P5,EKRU-1,36-41,16.50,3.630
 08.Feb.2023,GÜNDÜZ,A0027,PUNALI SOKET,23018 - 23018,BEYAZ,39-41,8.33,2.980
 08.Feb.2023,GÜNDÜZ,A0023,2023-2,2023-2 - 2023-2,GR-2,35-38,9.92,2.140
 08.Feb.2023,GÜNDÜZ,A0034,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,43-46,13.00,0.000
 08.Feb.2023,GÜNDÜZ,A0009,D,VTEC-P7 - VTEC-P7,SİYAH,36-41,9.92,2.160
 08.Feb.2023,GECE,A0006,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,43-46,13.00,0.000
 08.Feb.2023,GECE,A0016,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,15.67,4.780
 08.Feb.2023,GECE,A0030,KALPLI SOKET,23018 - 23018,SİYAH,39-41,11.42,4.260
 08.Feb.2023,GÜNDÜZ,A0021,KISAKONC SİM ÇEMBER,VTEC-P6 - VTEC-P6,SİYAH,36-41,9.50,2.900
 08.Feb.2023,GÜNDÜZ,A0005,3P-TENİS HAVLU,4500 - ZİTA-6C,SİYAH,43-46,7.92,4.640
 08.Feb.2023,GÜNDÜZ,A0004,KISAKONC,4684 - ZİTA-6A,SİYAH,47-50,7.00,2.750
 08.Feb.2023,GECE,A0018,DERBILI NOKTALI,VTEC-P10 - VTEC-P10,EKRU-2,36-41,18.00,0.000
 08.Feb.2023,GÜNDÜZ,A0019,BAYAN KONC SIMLI CEMBER,VTEC-P5 - VTEC-P5,EKRU-1,36-41,11.33,2.500
 08.Feb.2023,GECE,A0028,PUNALI SOKET,23018 - 23018,PEMBE 1405,39-41,11.92,4.120
 09.Feb.2023,GÜNDÜZ,A0007,CEMBERLI BABET,UK-33132 - UK-33132,BEYAZ,ONE SİZE,9.75,1.660
 09.Feb.2023,GÜNDÜZ,A0005,3P-TENİS HAVLU,4500 - ZİTA-6C,SİYAH,43-46,8.17,4.760
 09.Feb.2023,GÜNDÜZ,A0016,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,11.17,3.480
 09.Feb.2023,GÜNDÜZ,A0028,PUNALI SOKET,23018 - 23018,PEMBE 1405,39-41,7.92,2.740
 09.Feb.2023,GECE,A0024,DALMACYA  BABET,UK-33132 - UK-33132,PEMBE,ONE SİZE,13.67,2.400
 09.Feb.2023,GECE,A0022,2023-2,2023-2 - 2023-2,GR-2,35-38,15.00,3.180
 09.Feb.2023,GECE,A0026,KARE SIMLI PATİK,VTEC-P8 - VTEC-P8,G.KURUSU,36-41,3.00,0.000
 09.Feb.2023,GECE,A0025,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,15.33,4.800
 09.Feb.2023,GÜNDÜZ,A0025,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,9.00,2.780
 09.Feb.2023,GECE,A0010,CODE 3P.XX SHORT,4584 - ZİTA-7,BEYAZ,39-42,16.67,4.360
 09.Feb.2023,GÜNDÜZ,A0026,KARE SIMLI PATİK,VTEC-P8 - VTEC-P8,G.KURUSU,36-41,12.00,0.000
 09.Feb.2023,GECE,A0035,KISAKONC,4684 - ZİTA-6A,BEYAZ,43-46,15.33,5.280
 09.Feb.2023,GECE,A0014,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,16.08,4.930
 09.Feb.2023,GECE,A0029,PUNALI SOKET,23018 - 23018,GR-3,39-41,10.25,3.930
 09.Feb.2023,GECE,A0032,3P-TENİS HAVLU,4500 - ZİTA-6C,SİYAH,43-46,1.92,1.120
 09.Feb.2023,GÜNDÜZ,A0010,CODE 3P.XX SHORT,4584 - ZİTA-7,BEYAZ,39-42,11.50,3.010
 09.Feb.2023,GÜNDÜZ,A0008,KAMUFLAJ  BABET,UK-33132 - UK-33132,BEYAZ-TURKUAZ,ONE SİZE,8.75,1.550
 09.Feb.2023,GECE,A0008,KAMUFLAJ  BABET,UK-33132 - UK-33132,BEYAZ-TURKUAZ,ONE SİZE,14.08,2.480
 09.Feb.2023,GÜNDÜZ,A0034,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,43-46,12.00,0.000
 09.Feb.2023,GÜNDÜZ,A0017,DERBILI CEMBERLİ,VTEC-P9 - VTEC-P9,G.KURUSU,36-41,11.00,0.000
 09.Feb.2023,GECE,A0009,D,VTEC-P7 - VTEC-P7,LACİVERT,36-41,16.50,3.540
 09.Feb.2023,GÜNDÜZ,A0012,KISAKONC,4684 - ZİTA-6A,BEYAZ,43-46,10.33,3.550
 09.Feb.2023,GECE,A0023,2023-2,2023-2 - 2023-2,GR-2,35-38,14.00,3.010
 09.Feb.2023,GECE,A0026,DERBILI NOKTALI,VTEC-P10 - VTEC-P10,SİYAH,36-41,14.00,0.000
 09.Feb.2023,GÜNDÜZ,A0003,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,39-42,10.83,3.050
 09.Feb.2023,GECE,A0004,KISAKONC,4684 - ZİTA-6A,SİYAH,47-50,12.25,4.790
 09.Feb.2023,GÜNDÜZ,A0029,PUNALI SOKET,23018 - 23018,GR-3,39-41,8.17,3.080
 09.Feb.2023,GÜNDÜZ,A0004,KISAKONC,4684 - ZİTA-6A,SİYAH,47-50,9.17,3.600
 09.Feb.2023,GÜNDÜZ,A0030,KALPLI SOKET,23018 - 23018,SİYAH,39-41,8.25,3.050
 09.Feb.2023,GÜNDÜZ,A0024,DALMACYA  BABET,UK-33132 - UK-33132,PEMBE,ONE SİZE,9.42,1.640
 09.Feb.2023,GÜNDÜZ,A0015,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,11.50,3.660
 09.Feb.2023,GECE,A0002,KALPLI SOKET,23018 - 23018,KIRMIZI,39-41,11.75,4.300
 09.Feb.2023,GÜNDÜZ,A0032,3P-TENİS HAVLU,4500 - ZİTA-6C,SİYAH,43-46,8.08,4.780
 09.Feb.2023,GÜNDÜZ,A0011,CEMBERLI BABET,UK-33128 - UK-33128,BEYAZ,ONE SİZE,9.25,1.640
 09.Feb.2023,GÜNDÜZ,A0002,KALPLI SOKET,23018 - 23018,KIRMIZI,39-41,8.25,3.020
 09.Feb.2023,GÜNDÜZ,A0006,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,43-46,10.00,0.000
 09.Feb.2023,GECE,A0012,KISAKONC,4684 - ZİTA-6A,BEYAZ,43-46,15.33,5.240
 09.Feb.2023,GECE,A0019,BAYAN KONC SIMLI CEMBER,VTEC-P5 - VTEC-P5,EKRU-1,36-41,9.00,1.950
 09.Feb.2023,GECE,A0001,KALPLI SOKET,23018 - 23018,BEYAZ,39-41,11.83,4.190
 09.Feb.2023,GÜNDÜZ,A0021,KISAKONC SİM ÇEMBER,VTEC-P6 - VTEC-P6,SİYAH,36-41,10.17,3.040
 09.Feb.2023,GÜNDÜZ,A0020,CEMBERLI SOKET,23018 - 23018,SİYAH-FUŞYA,39-41,20.08,7.340
 09.Feb.2023,GÜNDÜZ,A0027,PUNALI SOKET,23018 - 23018,BEYAZ,39-41,6.92,2.480
 09.Feb.2023,GECE,A0016,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,16.17,5.020
 09.Feb.2023,GECE,A0007,CEMBERLI BABET,UK-33132 - UK-33132,BEYAZ,ONE SİZE,14.00,2.390
 09.Feb.2023,GECE,A0003,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,39-42,15.58,4.350
 09.Feb.2023,GÜNDÜZ,A0009,D,VTEC-P7 - VTEC-P7,LACİVERT,36-41,10.92,2.270
 09.Feb.2023,GECE,A0005,3P-TENİS HAVLU,4500 - ZİTA-6C,SİYAH,43-46,11.25,6.600
 09.Feb.2023,GECE,A0018,DERBILI NOKTALI,VTEC-P10 - VTEC-P10,EKRU-2,36-41,19.00,0.000
 09.Feb.2023,GECE,A0013,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,14.58,4.660
 09.Feb.2023,GÜNDÜZ,A0022,2023-2,2023-2 - 2023-2,GR-2,35-38,10.25,2.180
 09.Feb.2023,GECE,A0033,KÜÇÜK YILDIZ BABET,UK-33128 - UK-33128,BEYAZ,ONE SİZE,14.33,2.500
 09.Feb.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,10.42,3.290
 09.Feb.2023,GÜNDÜZ,A0023,2023-2,2023-2 - 2023-2,GR-2,35-38,10.08,2.150
 09.Feb.2023,GÜNDÜZ,A0035,KISAKONC,4684 - ZİTA-6A,BEYAZ,43-46,10.67,3.750
 09.Feb.2023,GECE,A0028,PUNALI SOKET,23018 - 23018,PEMBE 1405,39-41,11.83,4.020
 09.Feb.2023,GECE,A0027,PUNALI SOKET,23018 - 23018,BEYAZ,39-41,11.67,4.150
 09.Feb.2023,GÜNDÜZ,A0001,KALPLI SOKET,23018 - 23018,BEYAZ,39-41,7.17,2.570
 09.Feb.2023,GÜNDÜZ,A0014,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,11.08,3.350
 09.Feb.2023,GECE,A0006,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,43-46,13.00,0.000
 09.Feb.2023,GÜNDÜZ,A0033,KÜÇÜK YILDIZ BABET,UK-33128 - UK-33128,BEYAZ,ONE SİZE,9.50,1.680
 09.Feb.2023,GECE,A0015,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,15.83,4.920
 09.Feb.2023,GÜNDÜZ,A0018,DERBILI NOKTALI,VTEC-P10 - VTEC-P10,EKRU-2,36-41,14.00,0.000
 09.Feb.2023,GECE,A0034,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,43-46,14.00,0.000
 09.Feb.2023,GECE,A0036,SÜPERCITY TENIS,BLANC2023-1 - BLANC2023-1,BEYAZ-PMBE,41-46,11.33,5.040
 09.Feb.2023,GECE,A0020,CEMBERLI SOKET,23018 - 23018,SİYAH-FUŞYA,39-41,13.00,4.500
 09.Feb.2023,GECE,A0030,KALPLI SOKET,23018 - 23018,SİYAH,39-41,11.92,4.490
 09.Feb.2023,GECE,A0017,DERBILI CEMBERLİ,VTEC-P9 - VTEC-P9,G.KURUSU,36-41,17.00,0.000
 09.Feb.2023,GECE,A0021,KISAKONC SİM ÇEMBER,VTEC-P6 - VTEC-P6,SİYAH,36-41,14.75,4.480
 09.Feb.2023,GECE,A0019,TEK NOKTA PATİK,VTEC-P11 - VTEC-P11,EKRU,36-41,7.17,1.500
 09.Feb.2023,GECE,A0011,CEMBERLI BABET,UK-33128 - UK-33128,BEYAZ,ONE SİZE,14.17,2.510
 09.Feb.2023,GÜNDÜZ,A0019,BAYAN KONC SIMLI CEMBER,VTEC-P5 - VTEC-P5,EKRU-1,36-41,2.08,0.450
 09.Feb.2023,GÜNDÜZ,A0031,BUYUK  YILDIZ BABET,UK-33128 - UK-33128,BEYAZ,ONE SİZE,9.00,1.540
 09.Feb.2023,GECE,A0031,BUYUK  YILDIZ BABET,UK-33128 - UK-33128,BEYAZ,ONE SİZE,14.17,2.430
 10.Feb.2023,GECE,A0031,BUYUK  YILDIZ BABET,UK-33128 - UK-33128,BEYAZ,ONE SİZE,22.75,3.890
 10.Feb.2023,GECE,A0024,DALMACYA  BABET,UK-33132 - UK-33132,PEMBE,ONE SİZE,22.67,3.940
 10.Feb.2023,GECE,A0020,CEMBERLI SOKET,23018 - 23018,SİYAH-FUŞYA,39-41,16.25,6.000
 10.Feb.2023,GECE,A0027,PUNALI SOKET,23018 - 23018,BEYAZ,39-41,19.75,6.970
 10.Feb.2023,GECE,A0012,KISAKONC,4684 - ZİTA-6A,BEYAZ,43-46,24.08,8.250
 10.Feb.2023,GECE,A0028,PUNALI SOKET,23018 - 23018,PEMBE 1405,39-41,8.42,2.900
 10.Feb.2023,GECE,A0034,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,43-46,12.67,0.000
 10.Feb.2023,GECE,A0009,TEK NOKTA PATİK,VTEC-P11 - VTEC-P11,FÜME 2301,36-41,7.67,1.650
 10.Feb.2023,GECE,A0022,2023-2,2023-2 - 2023-2,GR-2,35-38,23.67,5.070
 10.Feb.2023,GECE,A0013,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,24.58,7.730
 10.Feb.2023,GECE,A0007,CEMBERLI BABET,UK-33132 - UK-33132,BEYAZ,ONE SİZE,22.92,3.900
 10.Feb.2023,GECE,A0035,KISAKONC,4684 - ZİTA-6A,BEYAZ,43-46,24.00,8.460
 10.Feb.2023,GECE,A0026,DERBILI NOKTALI,VTEC-P10 - VTEC-P10,SİYAH,36-41,29.00,0.000
 10.Feb.2023,GECE,A0030,KALPLI SOKET,23018 - 23018,SİYAH,39-41,19.33,7.370
 10.Feb.2023,GECE,A0011,CEMBERLI BABET,UK-33128 - UK-33128,BEYAZ,ONE SİZE,22.25,3.900
 10.Feb.2023,GECE,A0006,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,43-46,25.00,0.000
 10.Feb.2023,GECE,A0003,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,39-42,24.75,6.930
 10.Feb.2023,GECE,A0021,KISAKONC SİM ÇEMBER,VTEC-P6 - VTEC-P6,SİYAH,36-41,24.33,7.230
 10.Feb.2023,GECE,A0020,CEMBERLI SOKET,23018 - 23018,İNCE CEMBER,39-41,3.42,1.220
 10.Feb.2023,GECE,A0017,DERBILI CEMBERLİ,VTEC-P9 - VTEC-P9,1604,36-41,7.00,0.000
 10.Feb.2023,GECE,A0036,SÜPERCITY TENIS,BLANC2023-1 - BLANC2023-1,BEYAZ-PMBE,41-46,18.42,8.570
 10.Feb.2023,GECE,A0019,TEK NOKTA PATİK,VTEC-P11 - VTEC-P11,EKRU,36-41,16.25,3.300
 10.Feb.2023,GECE,A0001,KALPLI SOKET,23018 - 23018,BEYAZ,39-41,19.08,6.800
 10.Feb.2023,GECE,A0009,D,VTEC-P7 - VTEC-P7,LACİVERT,36-41,18.50,3.970
 10.Feb.2023,GECE,A0023,2023-2,2023-2 - 2023-2,GR-2,35-38,21.42,4.630
 10.Feb.2023,GECE,A0014,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,25.67,7.920
 10.Feb.2023,GECE,A0032,3P-TENİS HAVLU,4500 - ZİTA-6C,SİYAH,43-46,14.83,8.740
 10.Feb.2023,GECE,A0015,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,25.92,8.100
 10.Feb.2023,GECE,A0025,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,23.92,7.550
 10.Feb.2023,GECE,A0033,KÜÇÜK YILDIZ BABET,UK-33128 - UK-33128,BEYAZ,ONE SİZE,22.50,4.010
 10.Feb.2023,GECE,A0010,CODE 3P.XX SHORT,4584 - ZİTA-7,BEYAZ,39-42,26.25,6.850
 10.Feb.2023,GECE,A0005,3P-TENİS HAVLU,4500 - ZİTA-6C,SİYAH,43-46,18.33,10.820
 10.Feb.2023,GECE,A0004,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,26.67,8.320
 10.Feb.2023,GECE,A0018,DERBILI NOKTALI,VTEC-P10 - VTEC-P10,EKRU-2,36-41,3.00,0.000
 10.Feb.2023,GECE,A0017,DERBILI CEMBERLİ,VTEC-P9 - VTEC-P9,G.KURUSU,36-41,19.00,0.000
 10.Feb.2023,GECE,A0008,KAMUFLAJ  BABET,UK-33132 - UK-33132,BEYAZ-TURKUAZ,ONE SİZE,22.25,3.930
 10.Feb.2023,GECE,A0029,PUNALI SOKET,23018 - 23018,GR-3,39-41,19.92,7.520
 10.Feb.2023,GECE,A0018,DERBILI NOKTALI,VTEC-P10 - VTEC-P10,GR-2,36-41,28.00,0.000
 10.Feb.2023,GECE,A0016,CODE 3P.XX SHORT,4584 - ZİTA-7,SİYAH,43-46,27.25,8.330
 10.Feb.2023,GECE,A0002,KALPLI SOKET,23018 - 23018,KIRMIZI,39-41,18.83,7.030
 12.Feb.2023,GECE,A0031,BUYUK  YILDIZ BABET,UK-33128 - UK-33128,BEYAZ,ONE SİZE,23.83,4.150
 12.Feb.2023,GECE,A0006,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,43-46,24.00,0.000
 12.Feb.2023,GECE,A0012,CODE 3P.XX SHORT,4584 - ZİTA-7,BEYAZ,43-46,9.00,2.750
 12.Feb.2023,GECE,A0004,CARERA PATİK,CM39CS - CST1-2023,SİYAH-SARI,43-46,6.00,0.000
 12.Feb.2023,GECE,A0010,CODE 3P.XX SHORT,4584 - ZİTA-7,BEYAZ,39-42,27.33,7.150
 12.Feb.2023,GECE,A0027,PUNALI SOKET,23018 - 23018,BEYAZ,39-41,20.83,7.400
 12.Feb.2023,GECE,A0011,CEMBERLI BABET,UK-33128 - UK-33128,BEYAZ,ONE SİZE,21.58,3.850
 12.Feb.2023,GECE,A0018,DERBILI NOKTALI,VTEC-P10 - VTEC-P10,GR-2,36-41,32.00,0.000
