,Tarih,Çalışma Grubu,İstasyon Adı,Sağlam(dz),Miktar (kg.),Ürün Grubu,Model Ad,Yıl,Hafta
999,2023-01-16,GECE,A0025,15.33,4.9,Patik,CODE 3P.XX SHORT,2023,3
1000,2023-01-25,GECE,A0031,13.5,2.39,Babet,2023-3,2023,4
1001,2023-02-13,GECE,A0035,11.75,3.6,Patik,CODE 3P.XX SHORT,2023,7
1002,2023-01-30,GECE,A0003,15.42,4.23,Patik,CODE 3P.XX SHORT,2023,5
1003,2023-02-14,GECE,A0007,13.25,2.35,Babet,ZIGZAG   BABET,2023,7
1004,2023-02-14,GECE,A0019,6.92,1.45,Patik,TEK NOKTA PATİK,2023,7
1005,2023-01-25,GÜNDÜZ,A0011,9.5,2.09,Patik,2023-2,2023,4
1006,2023-01-23,GECE,A0023,14.92,3.49,Patik,2023-2,2023,4
1007,2023-01-02,GECE,A0014,11.83,4.57,Soket,DALLI   PAPTYA,2023,1
1008,2023-01-08,GÜNDÜZ,A0013,17.42,6.98,Soket,EKRU ÇOK ARI,2023,1
1009,2023-01-23,GÜNDÜZ,A0015,10.92,3.34,Patik,CODE 3P.XX SHORT,2023,4
1010,2023-01-09,GECE,A0007,11.58,4.58,Soket,DENIZ MAHSULLERİ,2023,2
1011,2023-01-17,GÜNDÜZ,A0027,7.75,1.93,Patik,CODE 3P.XX SHORT,2023,3
1012,2023-01-05,GECE,A0002,11.75,4.54,Soket,FLORAL ANKLE,2023,1
1013,2023-02-20,GECE,A0022,3.83,1.05,Patik,KAMUFLAJ PATIK,2023,8
1014,2023-01-11,GECE,A0019,11.92,4.17,Soket,3 LU DERBILI PURPLE/PINK,2023,2
1015,2023-02-10,GECE,A0021,24.33,7.23,Patik,KISAKONC SİM ÇEMBER,2023,6
1016,2023-02-08,GÜNDÜZ,A0024,9.33,1.63,Babet,DALMACYA  BABET,2023,6
1017,2023-01-02,GECE,A0004,12.0,4.77,Soket,TEK  PAPTYA,2023,1
1018,2023-02-20,GÜNDÜZ,A0025,2.0,0.0,Kısa Konç,TAM HAVLU KISA SOKET,2023,8
1019,2023-02-20,GÜNDÜZ,A0030,2.17,0.0,Soket,KALPLI SOKET,2023,8
1020,2023-01-20,GÜNDÜZ,A0016,9.42,2.87,Patik,CODE 3P.XX SHORT,2023,3
1021,2023-01-06,GÜNDÜZ,A0015,9.58,3.36,Soket,2023-1,2023,1
1022,2023-02-16,GECE,A0003,15.83,4.33,Patik,CODE 3P.XX SHORT,2023,7
1023,2023-01-13,GÜNDÜZ,A0002,6.92,2.7,Soket,FLORAL ANKLE,2023,2
1024,2023-01-16,GÜNDÜZ,A0028,9.25,2.96,Soket,MANTAR DESEN,2023,3
1025,2023-01-30,GECE,A0030,4.67,1.47,Kısa Konç,KISAKONC,2023,5
1026,2023-02-09,GECE,A0004,12.25,4.79,Kısa Konç,KISAKONC,2023,6
1027,2023-01-04,GECE,A0028,35.0,11.5,Soket,KRAL TACI,2023,1
1028,2023-02-16,GÜNDÜZ,A0012,10.5,3.24,Patik,CODE 3P.XX SHORT,2023,7
1029,2023-01-29,GECE,A0003,25.0,7.0,Patik,CODE 3P.XX SHORT,2023,4
1030,2023-01-03,GÜNDÜZ,A0005,8.0,3.19,Soket,MAVI COKLU ARI,2023,1
1031,2023-01-15,GÜNDÜZ,A0011,25.75,5.81,Patik,2023-2,2023,2
1032,2023-02-22,GÜNDÜZ,A0014,3.08,0.73,Patik,WOMEN SCRET,2023,8
1033,2023-01-05,GECE,A0032,10.75,4.2,Soket,DALSIZ PAPTYA,2023,1
1034,2023-01-16,GECE,A0034,11.0,0.0,Patik,CARERA PATİK,2023,3
1035,2023-02-15,GECE,A0021,14.92,2.95,Patik,KDK CEMBER,2023,7
1036,2023-02-21,GECE,A0024,13.33,2.4,Babet,2023-3,2023,8
1037,2023-01-17,GECE,A0036,15.17,4.75,Soket,2023-1,2023,3
1038,2023-02-16,GÜNDÜZ,A0004,9.0,0.0,Patik,CARERA PATİK,2023,7
1039,2023-01-18,GECE,A0021,16.5,4.01,Patik,CODE 3P.XX SHORT,2023,3
1040,2023-01-06,GÜNDÜZ,A0022,9.33,3.2,Soket,2023-1,2023,1
1041,2023-01-20,GECE,A0032,15.5,4.94,Patik,CODE 3P.XX SHORT,2023,3
1042,2023-01-23,GECE,A0028,15.67,4.32,Patik,CODE 3P.XX SHORT,2023,4
1043,2023-01-20,GECE,A0006,6.0,0.0,Patik,CARERA PATİK,2023,3
1044,2023-01-24,GECE,A0025,15.75,4.93,Patik,CODE 3P.XX SHORT,2023,4
1045,2023-02-01,GÜNDÜZ,A0002,4.33,1.63,Soket,COK ÇİÇEKLİ,2023,5
1046,2023-02-02,GECE,A0008,12.0,2.25,Babet,KAMUFLAJ  BABET,2023,5
1047,2023-01-13,GÜNDÜZ,A0028,7.67,2.42,Soket,MANTAR DESEN,2023,2
1048,2023-01-12,GÜNDÜZ,A0011,10.08,2.38,Patik,2023-2,2023,2
1049,2023-01-13,GÜNDÜZ,A0014,8.58,3.07,Soket,2023-1,2023,2
1050,2023-01-06,GÜNDÜZ,A0003,7.58,2.63,Soket,3 LU DERBILI PURPLE/PINK,2023,1
1051,2023-02-17,GÜNDÜZ,A0006,10.0,0.0,Patik,CARERA PATİK,2023,7
1052,2023-02-22,GECE,A0005,10.17,6.61,Soket,3P-TENİS HAVLU,2023,8
1053,2023-01-27,GÜNDÜZ,A0013,9.08,3.12,Patik,CODE 3P.XX SHORT,2023,4
1054,2023-01-26,GÜNDÜZ,A0028,15.08,4.9,Kısa Konç,KISAKONC,2023,4
1055,2023-01-05,GÜNDÜZ,A0020,6.67,2.3,Soket,3 LU DERBILI PURPLE/PINK,2023,1
1056,2023-01-13,GÜNDÜZ,A0001,5.92,2.16,Soket,DALGA DESEN,2023,2
1057,2023-01-26,GÜNDÜZ,A0036,16.92,5.22,Patik,CODE 3P.XX SHORT,2023,4
1058,2023-02-20,GECE,A0033,24.17,3.96,Babet,2023-3,2023,8
1059,2023-02-10,GECE,A0020,3.42,1.22,Soket,CEMBERLI SOKET,2023,6
1060,2023-02-13,GÜNDÜZ,A0003,12.75,3.5,Patik,CODE 3P.XX SHORT,2023,7
1061,2023-02-21,GECE,A0034,4.0,0.0,Patik,CARERA PATİK,2023,8
1062,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
1063,2023-01-18,GÜNDÜZ,A0034,12.0,0.0,Patik,CARERA PATİK,2023,3
1064,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
1065,2023-01-19,GECE,A0030,15.33,3.94,Patik,CODE 3P.XX SHORT,2023,3
1066,2023-01-24,GECE,A0015,15.5,4.93,Patik,CODE 3P.XX SHORT,2023,4
1067,2023-01-24,GECE,A0012,4.17,1.71,Soket,BRETTY KARAKTER,2023,4
1068,2023-01-27,GÜNDÜZ,A0026,11.0,0.0,Patik,BAYAN KÜÇÜK NOKTA,2023,4
1069,2023-01-31,GECE,A0018,19.0,0.0,Patik,BAYAN YILDIZ KABARTMA ,2023,5
1070,2023-01-07,GECE,A0019,21.75,7.54,Soket,3 LU DERBILI PURPLE/PINK,2023,1
1071,2023-01-27,GÜNDÜZ,A0015,9.5,3.34,Kısa Konç,KISAKONC,2023,4
1072,2023-01-30,GÜNDÜZ,A0017,14.0,0.0,Patik,BAYAN YILDIZ KABARTMA ,2023,5
1073,2023-02-03,GECE,A0032,2.83,1.69,Havlu,HAVLU TENIS,2023,5
1074,2023-02-03,GECE,A0001,11.92,3.99,Soket,WHITE HEEL TOE ANKLE,2023,5
1075,2023-01-17,GECE,A0010,17.17,4.24,Patik,CODE 3P.XX SHORT,2023,3
1076,2023-02-15,GECE,A0017,22.0,0.0,Kısa Konç,DERBILI CEMBERLİ,2023,7
1077,2023-01-04,GECE,A0024,20.75,7.96,Soket,FLAMINGO SOKET,2023,1
1078,2023-02-09,GÜNDÜZ,A0029,8.17,3.08,Soket,PUNALI SOKET,2023,6
1079,2023-02-01,GÜNDÜZ,A0001,8.5,2.8,Soket,WHITE HEEL TOE ANKLE,2023,5
1080,2023-02-08,GÜNDÜZ,A0025,14.5,5.16,Kısa Konç,KISAKONC,2023,6
1081,2023-02-21,GÜNDÜZ,A0020,8.75,3.15,Soket,BAYAN SOKET DUZ,2023,8
1082,2023-02-14,GECE,A0006,13.0,0.0,Patik,CARERA PATİK,2023,7
1083,2023-01-24,GÜNDÜZ,A0032,12.33,8.0,Havlu,HAVLU TENIS,2023,4
1084,2023-01-30,GÜNDÜZ,A0025,10.42,3.65,Kısa Konç,KISAKONC,2023,5
1085,2023-02-15,GECE,A0013,25.67,8.15,Patik,CODE 3P.XX SHORT,2023,7
1086,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
1087,2023-01-23,GECE,A0017,17.0,0.0,Patik,BAYAN SIMLI KARELI  PATIK,2023,4
1088,2023-01-27,GECE,A0004,14.83,5.35,Kısa Konç,KISAKONC,2023,4
1089,2023-01-30,GECE,A0013,15.33,5.17,Patik,CODE 3P.XX SHORT,2023,5
1090,2023-02-10,GECE,A0017,7.0,0.0,Kısa Konç,DERBILI CEMBERLİ,2023,6
1091,2023-02-17,GECE,A0031,12.33,6.55,Soket,3P-TENİS HAVLU,2023,7
1092,2023-01-10,GÜNDÜZ,A0019,8.17,2.77,Soket,3 LU DERBILI PURPLE/PINK,2023,2
1093,2023-02-06,GECE,A0026,21.0,0.0,Patik,KARE SIMLI PATİK,2023,6
1094,2023-02-03,GECE,A0018,19.0,0.0,Patik,KARE SIMLI PATİK,2023,5
1095,2023-01-02,GECE,A0018,14.0,0.0,Kısa Konç,TUBE CEMBERLI ,2023,1
1096,2023-01-09,GECE,A0011,14.17,4.7,Soket,2023-1,2023,2
1097,2023-01-02,GÜNDÜZ,A0013,9.83,3.9,Soket,EKRU ÇOK ARI,2023,1
1098,2023-01-17,GÜNDÜZ,A0004,9.75,2.31,Patik,2023-2,2023,3
1099,2023-01-17,GÜNDÜZ,A0010,10.42,2.5,Patik,CODE 3P.XX SHORT,2023,3
1100,2023-02-17,GECE,A0011,14.0,2.41,Babet,KALPLI   BABET,2023,7
1101,2023-02-05,GECE,A0010,28.33,7.45,Patik,CODE 3P.XX SHORT,2023,5
1102,2023-01-15,GÜNDÜZ,A0012,24.5,7.95,Soket,2023-1,2023,2
1103,2023-02-09,GÜNDÜZ,A0004,9.17,3.6,Kısa Konç,KISAKONC,2023,6
1104,2023-01-27,GECE,A0023,14.92,3.54,Patik,2023-2,2023,4
1105,2023-01-16,GECE,A0019,12.0,4.04,Soket,RIB ANKLE PURPLE,2023,3
1106,2023-02-10,GECE,A0036,18.42,8.57,Soket,SÜPERCITY TENIS,2023,6
1107,2023-02-20,GÜNDÜZ,A0002,5.83,2.05,Soket,KALPLI SOKET,2023,8
1108,2023-02-09,GÜNDÜZ,A0030,8.25,3.05,Soket,KALPLI SOKET,2023,6
1109,2023-01-30,GÜNDÜZ,A0031,9.5,1.69,Babet,2023-3,2023,5
1110,2023-01-31,GECE,A0033,13.67,2.49,Babet,2023-3,2023,5
1111,2023-01-20,GECE,A0009,17.83,4.38,Patik,CODE 3P.XX SHORT,2023,3
1112,2023-01-03,GÜNDÜZ,A0013,7.67,3.12,Soket,EKRU ÇOK ARI,2023,1
1113,2023-02-09,GÜNDÜZ,A0024,9.42,1.64,Babet,DALMACYA  BABET,2023,6
1114,2023-02-06,GÜNDÜZ,A0031,9.42,1.68,Babet,2023-3,2023,6
1115,2023-01-13,GÜNDÜZ,A0011,8.83,2.07,Patik,2023-2,2023,2
1116,2023-02-13,GÜNDÜZ,A0019,9.92,2.09,Patik,TEK NOKTA PATİK,2023,7
1117,2023-01-12,GÜNDÜZ,A0028,8.75,2.76,Soket,MANTAR DESEN,2023,2
1118,2023-02-09,GÜNDÜZ,A0015,11.5,3.66,Patik,CODE 3P.XX SHORT,2023,6
1119,2023-01-25,GÜNDÜZ,A0012,9.5,2.84,Patik,CODE 3P.XX SHORT,2023,4
1120,2023-01-22,GECE,A0014,14.0,5.21,Soket,2023-1,2023,3
1121,2023-01-27,GÜNDÜZ,A0023,9.08,2.18,Patik,2023-2,2023,4
1122,2023-01-27,GÜNDÜZ,A0020,1.0,0.0,Patik,CODE 3P.XX SHORT,2023,4
1123,2023-02-15,GECE,A0031,23.33,4.0,Babet,KARE  BABET,2023,7
1124,2023-02-16,GÜNDÜZ,A0003,4.92,1.3,Patik,CODE 3P.XX SHORT,2023,7
1125,2023-01-25,GÜNDÜZ,A0021,11.67,3.06,Patik,CODE 3P.XX SHORT,2023,4
1126,2023-02-07,GÜNDÜZ,A0017,8.0,0.0,Kısa Konç,DERBILI CEMBERLİ,2023,6
1127,2023-01-10,GECE,A0018,18.0,0.0,Patik,BAYAN SIMLI PUANLI PATIK,2023,2
1128,2023-02-02,GÜNDÜZ,A0022,9.92,2.26,Patik,2023-2,2023,5
1129,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
1130,2023-01-19,GECE,A0028,16.75,4.39,Patik,CODE 3P.XX SHORT,2023,3
1131,2023-02-02,GECE,A0007,13.42,2.24,Babet,CEMBERLI BABET,2023,5
1132,2023-01-12,GECE,A0011,14.17,3.27,Patik,2023-2,2023,2
1133,2023-02-02,GECE,A0023,12.58,2.97,Patik,2023-2,2023,5
1134,2023-01-22,GECE,A0005,22.58,5.31,Patik,2023-2,2023,3
1135,2023-01-26,GÜNDÜZ,A0008,15.75,3.32,Patik,2023-2,2023,4
1136,2023-01-31,GÜNDÜZ,A0026,14.0,0.0,Patik,BAYAN KÜÇÜK NOKTA,2023,5
1137,2023-01-06,GECE,A0011,16.33,5.09,Kısa Konç,BRK-2,2023,1
1138,2023-01-16,GECE,A0011,14.08,3.18,Patik,2023-2,2023,3
1139,2023-01-25,GÜNDÜZ,A0032,4.0,2.8,Havlu,HAVLU TENIS,2023,4
1140,2023-01-13,GECE,A0002,11.92,4.7,Soket,FLORAL ANKLE,2023,2
1141,2023-01-16,GECE,A0002,11.58,4.47,Soket,FLORAL ANKLE,2023,3
1142,2023-02-15,GECE,A0018,5.0,0.0,Patik,DERBILI NOKTALI,2023,7
1143,2023-01-31,GÜNDÜZ,A0007,4.5,0.93,Patik,2023-2,2023,5
1144,2023-02-08,GÜNDÜZ,A0001,5.33,1.89,Soket,KALPLI SOKET,2023,6
1145,2023-02-07,GÜNDÜZ,A0019,6.25,1.32,Patik,BAYAN KONC SIMLI CEMBER,2023,6
1146,2023-01-20,GÜNDÜZ,A0025,9.75,3.03,Patik,CODE 3P.XX SHORT,2023,3
1147,2023-02-08,GECE,A0005,11.33,6.64,Soket,3P-TENİS HAVLU,2023,6
1148,2023-01-30,GÜNDÜZ,A0003,12.08,3.32,Patik,CODE 3P.XX SHORT,2023,5
1149,2023-02-17,GÜNDÜZ,A0021,9.33,1.82,Patik,KDK CEMBER,2023,7
1150,2023-02-13,GÜNDÜZ,A0026,12.0,0.0,Kısa Konç,DERBILI CEMBERLİ,2023,7
1151,2023-02-20,GECE,A0024,22.33,4.0,Babet,2023-3,2023,8
1152,2023-01-02,GECE,A0012,11.92,4.55,Soket,3 LU DERBI CEMBERLI ,2023,1
1153,2023-01-26,GÜNDÜZ,A0025,13.83,5.0,Kısa Konç,KISAKONC,2023,4
1154,2023-02-13,GÜNDÜZ,A0022,11.92,2.58,Patik,2023-2,2023,7
1155,2023-02-20,GECE,A0030,19.67,7.7,Soket,KALPLI SOKET,2023,8
1156,2023-02-14,GÜNDÜZ,A0007,9.0,1.6,Babet,ZIGZAG   BABET,2023,7
1157,2023-01-29,GECE,A0010,25.75,8.13,Kısa Konç,KISAKONC,2023,4
1158,2023-02-21,GECE,A0023,14.33,3.69,Patik,KAMUFLAJ PATIK,2023,8
1159,2023-02-08,GÜNDÜZ,A0022,10.25,2.2,Patik,2023-2,2023,6
1160,2023-02-17,GÜNDÜZ,A0010,11.25,2.8,Patik,CODE 3P.XX SHORT,2023,7
1161,2023-01-18,GÜNDÜZ,A0014,9.83,3.58,Soket,2023-1,2023,3
1162,2023-01-20,GECE,A0019,16.25,4.72,Kısa Konç,KISAKONC,2023,3
1163,2023-02-03,GECE,A0009,16.58,3.56,Patik,D,2023,5
1164,2023-01-11,GÜNDÜZ,A0002,7.67,3.0,Soket,FLORAL ANKLE,2023,2
1165,2023-01-24,GÜNDÜZ,A0015,10.75,3.22,Patik,CODE 3P.XX SHORT,2023,4
1166,2023-01-12,GECE,A0030,3.92,0.91,Soket,POLKA DOTA TRAINER BLUE,2023,2
1167,2023-02-22,GÜNDÜZ,A0009,10.75,2.32,Patik,KABARTMA EKOSE,2023,8
1168,2023-02-03,GÜNDÜZ,A0029,0.08,0.0,Patik,CODE 3P.XX SHORT,2023,5
1169,2023-02-17,GECE,A0034,13.0,0.0,Patik,CARERA PATİK,2023,7
1170,2023-01-23,GÜNDÜZ,A0027,12.33,3.39,Patik,CODE 3P.XX SHORT,2023,4
1171,2023-01-05,GÜNDÜZ,A0031,20.0,0.0,Babet,3PK LOW CUT NO SHOW SOCKS,2023,1
1172,2023-01-27,GECE,A0033,13.5,2.46,Babet,2023-3,2023,4
1173,2023-01-12,GECE,A0005,12.0,4.77,Soket,MAVI COKLU ARI,2023,2
1174,2023-02-03,GÜNDÜZ,A0013,8.75,2.98,Patik,CODE 3P.XX SHORT,2023,5
1175,2023-02-13,GECE,A0005,11.17,6.53,Soket,3P-TENİS HAVLU,2023,7
1176,2023-02-01,GÜNDÜZ,A0019,10.25,2.23,Patik,BAYAN KONC SIMLI CEMBER,2023,5
1177,2023-01-16,GÜNDÜZ,A0021,12.25,2.94,Patik,CODE 3P.XX SHORT,2023,3
1178,2023-02-08,GÜNDÜZ,A0011,8.75,1.57,Babet,CEMBERLI BABET,2023,6
1179,2023-01-19,GÜNDÜZ,A0011,9.92,2.28,Patik,2023-2,2023,3
1180,2023-01-30,GÜNDÜZ,A0016,11.58,4.0,Kısa Konç,KISAKONC,2023,5
1181,2023-01-11,GECE,A0003,12.0,4.23,Soket,3 LU DERBILI PURPLE/PINK,2023,2
1182,2023-01-05,GECE,A0001,12.42,4.57,Soket,POLKA DOTA ANKLE BLUE,2023,1
1183,2023-01-15,GÜNDÜZ,A0016,26.83,9.54,Soket,2023-1,2023,2
1184,2023-01-31,GÜNDÜZ,A0014,9.92,3.55,Kısa Konç,KISAKONC,2023,5
1185,2023-01-19,GÜNDÜZ,A0012,7.33,2.98,Soket,BUYUK KALP,2023,3
1186,2023-01-25,GECE,A0013,14.5,4.96,Patik,CODE 3P.XX SHORT,2023,4
1187,2023-01-15,GÜNDÜZ,A0021,22.33,5.44,Patik,CODE 3P.XX SHORT,2023,2
1188,2023-02-20,GECE,A0013,15.08,4.7,Patik,CODE 3P.XX SHORT,2023,8
1189,2023-02-06,GECE,A0024,13.92,2.5,Babet,NOKTALI  BABET,2023,6
1190,2023-02-02,GECE,A0001,12.5,4.19,Soket,WHITE HEEL TOE ANKLE,2023,5
1191,2023-01-05,GECE,A0017,26.0,0.0,Kısa Konç,TUBE CEMBERLI ,2023,1
1192,2023-01-23,GECE,A0024,14.0,3.15,Patik,2023-2,2023,4
1193,2023-02-20,GÜNDÜZ,A0007,10.42,1.71,Babet,2023-3,2023,8
1194,2023-02-22,GÜNDÜZ,A0019,0.08,0.0,Soket,BAYAN SOKET DUZ,2023,8
1195,2023-01-11,GÜNDÜZ,A0024,8.75,2.02,Patik,2023-2,2023,2
1196,2023-01-20,GÜNDÜZ,A0035,9.67,2.91,Patik,CODE 3P.XX SHORT,2023,3
1197,2023-02-09,GECE,A0002,11.75,4.3,Soket,KALPLI SOKET,2023,6
1198,2023-02-16,GECE,A0036,11.58,6.15,Soket,3P-TENİS HAVLU,2023,7
1199,2023-02-06,GÜNDÜZ,A0008,9.42,1.73,Babet,KAMUFLAJ  BABET,2023,6
1200,2023-02-17,GECE,A0013,14.58,4.6,Patik,CODE 3P.XX SHORT,2023,7
1201,2023-02-20,GECE,A0021,16.83,3.17,Patik,KDK CEMBER,2023,8
1202,2023-01-29,GECE,A0006,25.0,0.0,Patik,CARERA PATİK,2023,4
1203,2023-02-08,GÜNDÜZ,A0014,9.17,2.77,Patik,CODE 3P.XX SHORT,2023,6
1204,2023-01-26,GÜNDÜZ,A0027,15.25,4.89,Kısa Konç,KISAKONC,2023,4
1205,2023-01-12,GECE,A0035,12.25,4.77,Soket,TEK ARI,2023,2
1206,2023-02-09,GÜNDÜZ,A0032,8.08,4.78,Soket,3P-TENİS HAVLU,2023,6
1207,2023-01-07,GECE,A0027,26.42,8.41,Soket,MANTAR DESEN,2023,1
1208,2023-01-25,GÜNDÜZ,A0033,8.0,1.45,Babet,2023-3,2023,4
1209,2023-02-05,GECE,A0007,22.0,3.82,Babet,CEMBERLI BABET,2023,5
1210,2023-01-06,GECE,A0017,16.0,0.0,Kısa Konç,TUBE CEMBERLI ,2023,1
1211,2023-01-19,GECE,A0024,12.5,2.86,Patik,2023-2,2023,3
1212,2023-01-18,GECE,A0035,11.5,3.63,Patik,CODE 3P.XX SHORT,2023,3
1213,2023-02-01,GECE,A0035,17.42,5.12,Patik,CODE 3P.XX SHORT,2023,5
1214,2023-01-20,GÜNDÜZ,A0005,9.08,2.81,Patik,CODE 3P.XX SHORT,2023,3
1215,2023-02-16,GECE,A0002,11.58,4.18,Soket,KALPLI SOKET,2023,7
1216,2023-01-30,GÜNDÜZ,A0030,11.08,3.39,Kısa Konç,KISAKONC,2023,5
1217,2023-01-04,GECE,A0036,40.25,14.33,Soket,2023-1,2023,1
1218,2023-01-08,GÜNDÜZ,A0009,13.08,4.75,Soket,POLKA DOTA ANKLE BLUE,2023,1
1219,2023-01-25,GÜNDÜZ,A0035,10.75,3.38,Patik,CODE 3P.XX SHORT,2023,4
1220,2023-01-12,GECE,A0014,8.5,3.28,Soket,DALLI   PAPTYA,2023,2
1221,2023-01-19,GÜNDÜZ,A0010,7.92,2.02,Patik,CODE 3P.XX SHORT,2023,3
1222,2023-02-03,GECE,A0015,14.83,5.32,Kısa Konç,KISAKONC,2023,5
1223,2023-01-04,GECE,A0034,40.0,0.0,Patik,CARERA PATİK,2023,1
1224,2023-01-23,GECE,A0033,11.92,2.1,Babet,2023-3,2023,4
1225,2023-01-26,GÜNDÜZ,A0029,16.25,4.96,Kısa Konç,KISAKONC,2023,4
1226,2023-01-23,GÜNDÜZ,A0022,10.67,2.49,Patik,2023-2,2023,4
1227,2023-01-15,GÜNDÜZ,A0003,5.08,1.75,Soket,3 LU DERBILI PURPLE/PINK,2023,2
1228,2023-01-10,GECE,A0008,2.58,1.09,Soket,DENIZ MAHSULLERİ,2023,2
1229,2023-01-19,GÜNDÜZ,A0028,11.08,2.84,Patik,CODE 3P.XX SHORT,2023,3
1230,2023-01-29,GECE,A0014,13.08,4.68,Kısa Konç,KISAKONC,2023,4
1231,2023-02-07,GÜNDÜZ,A0006,10.0,0.0,Patik,CARERA PATİK,2023,6
1232,2023-01-11,GECE,A0027,12.92,4.13,Soket,MANTAR DESEN,2023,2
1233,2023-01-31,GECE,A0014,14.42,5.1,Kısa Konç,KISAKONC,2023,5
1234,2023-02-07,GÜNDÜZ,A0031,3.75,0.69,Babet,2023-3,2023,6
1235,2023-01-08,GÜNDÜZ,A0032,19.08,7.31,Soket,DALSIZ PAPTYA,2023,1
1236,2023-02-03,GÜNDÜZ,A0024,8.42,1.52,Babet,NOKTALI  BABET,2023,5
1237,2023-01-25,GÜNDÜZ,A0018,26.0,0.0,Patik,BAYAN KÜÇÜK NOKTA,2023,4
1238,2023-02-03,GECE,A0024,14.25,2.56,Babet,NOKTALI  BABET,2023,5
1239,2023-02-21,GÜNDÜZ,A0022,9.0,2.73,Patik,KAMUFLAJ PATIK,2023,8
1240,2023-02-20,GÜNDÜZ,A0020,7.83,2.71,Soket,CEMBERLI SOKET,2023,8
1241,2023-02-10,GECE,A0019,16.25,3.3,Patik,TEK NOKTA PATİK,2023,6
1242,2023-01-16,GECE,A0006,14.0,0.0,Patik,CARERA PATİK,2023,3
1243,2023-01-25,GECE,A0034,14.0,0.0,Patik,CARERA PATİK,2023,4
1244,2023-01-23,GECE,A0032,15.83,4.97,Patik,CODE 3P.XX SHORT,2023,4
1245,2023-02-20,GÜNDÜZ,A0034,18.0,0.0,Patik,CARERA PATİK,2023,8
1246,2023-02-02,GECE,A0031,13.42,2.39,Babet,2023-3,2023,5
1247,2023-01-03,GÜNDÜZ,A0033,7.75,3.1,Soket,DENIZ MAHSULLERİ,2023,1
1248,2023-01-30,GECE,A0015,14.0,4.98,Kısa Konç,KISAKONC,2023,5
1249,2023-02-02,GÜNDÜZ,A0026,13.0,0.0,Patik,KARE SIMLI PATİK,2023,5
1250,2023-01-24,GECE,A0029,16.17,4.3,Patik,CODE 3P.XX SHORT,2023,4
1251,2023-01-09,GECE,A0003,11.5,4.06,Soket,3 LU DERBILI PURPLE/PINK,2023,2
1252,2023-02-09,GÜNDÜZ,A0011,9.25,1.64,Babet,CEMBERLI BABET,2023,6
1253,2023-01-10,GÜNDÜZ,A0017,11.0,0.0,Kısa Konç,TUBE CEMBERLI ,2023,2
1254,2023-02-17,GÜNDÜZ,A0004,9.0,0.0,Patik,CARERA PATİK,2023,7
1255,2023-02-20,GÜNDÜZ,A0018,8.0,0.0,Patik,SİM CEMBER PATİK,2023,8
1256,2023-02-06,GECE,A0022,14.75,3.53,Patik,2023-2,2023,6
1257,2023-02-17,GÜNDÜZ,A0032,7.92,4.16,Soket,3P-TENİS HAVLU,2023,7
1258,2023-01-02,GECE,A0001,12.0,4.47,Soket,POLKA DOTA ANKLE BLUE,2023,1
1259,2023-02-03,GÜNDÜZ,A0009,9.92,2.18,Patik,D,2023,5
1260,2023-01-10,GÜNDÜZ,A0009,8.67,3.2,Soket,POLKA DOTA ANKLE BLUE,2023,2
1261,2023-01-11,GÜNDÜZ,A0017,10.0,0.0,Kısa Konç,TUBE CEMBERLI ,2023,2
1262,2023-01-27,GECE,A0036,11.25,5.39,Soket,SÜPERCITY TENIS,2023,4
1263,2023-02-13,GÜNDÜZ,A0018,7.0,0.0,Patik,DERBILI NOKTALI,2023,7
1264,2023-01-19,GECE,A0009,17.5,4.19,Patik,CODE 3P.XX SHORT,2023,3
1265,2023-02-22,GÜNDÜZ,A0022,8.17,0.0,Patik,KAMUFLAJ PATIK,2023,8
1266,2023-02-17,GÜNDÜZ,A0012,10.83,3.28,Patik,CODE 3P.XX SHORT,2023,7
1267,2023-02-21,GÜNDÜZ,A0028,8.75,2.74,Soket,PUNALI SOKET,2023,8
1268,2023-02-20,GECE,A0021,29.42,5.74,Patik,KDK CEMBER,2023,8
1269,2023-01-07,GECE,A0002,21.33,8.22,Soket,FLORAL ANKLE,2023,1
1270,2023-01-08,GÜNDÜZ,A0019,18.5,6.31,Soket,3 LU DERBILI PURPLE/PINK,2023,1
1271,2023-01-26,GÜNDÜZ,A0029,14.25,3.8,Patik,CODE 3P.XX SHORT,2023,4
1272,2023-02-22,GECE,A0023,12.67,3.26,Patik,KAMUFLAJ PATIK,2023,8
1273,2023-02-10,GECE,A0001,19.08,6.8,Soket,KALPLI SOKET,2023,6
1274,2023-02-17,GECE,A0008,12.0,6.31,Soket,3P-TENİS HAVLU,2023,7
1275,2023-01-07,GECE,A0004,22.17,8.6,Soket,TEK  PAPTYA,2023,1
1276,2023-01-13,GECE,A0030,15.58,3.6,Soket,POLKA DOTA TRAINER BLUE,2023,2
1277,2023-02-14,GÜNDÜZ,A0025,7.0,0.0,Patik,CARERA PATİK,2023,7
1278,2023-01-12,GECE,A0032,11.42,4.39,Soket,DALSIZ PAPTYA,2023,2
1279,2023-02-05,GECE,A0015,25.25,8.93,Kısa Konç,KISAKONC,2023,5
